"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http://unknown.org/captive","identificationID","occurrenceRemarks","elevation","fieldNumber","eventRemarks","organismQuantity","organismQuantityType","institutionKey","collectionKey","preparations","habitat","higherGeography","institutionID","county","locality","language","type","ownerInstitutionCode","collectionID","higherClassification","identificationRemarks","infraspecificEpithet","networkKeys","locationID","individualCount","datasetID","nomenclaturalCode","georeferenceProtocol","endDayOfYear","organismID","startDayOfYear","accessRights","elevationAccuracy","otherCatalogNumbers","identificationVerificationStatus","locationAccordingTo","locationRemarks","georeferencedDate","recordNumber","georeferencedBy","georeferenceVerificationStatus","footprintWKT","previousIdentifications","identificationQualifier","georeferenceSources","typeStatus","dynamicProperties","higherGeographyID","verbatimElevation","georeferenceRemarks","verbatimCoordinateSystem","disposition","http://unknown.org/recordID","rights","taxonRemarks","lifeStage","http://unknown.org/recordEnteredBy","typifiedName","projectId","vernacularName","depth"
"1","Ashmunella levettei (Bland, 1882)",-110.800046,32.243356,"cdc,cdround","gbif","1836699226","Ashmunella levettei (Bland, 1882)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T16:57:08.314+00:00",342,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2295874,1,52,225,1456,2624,2295855,2295874,2295874,"Ashmunella levettei (Bland, 1882)","Animalia","Mollusca","Stylommatophora","Polygyridae","Ashmunella","Ashmunella levettei","Ashmunella","levettei","SPECIES","ACCEPTED","NE","2018-02-16T03:00:19",29120,"NORTH_AMERICA","Arizona",2018,2,15,2018-02-15,"2018-03-20T21:00:53.000+00:00","2023-02-20T16:57:08.314+00:00","https://www.inaturalist.org/observations/9875436","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"iNaturalist research-grade observations","CK Kelly","CK Kelly","WGS84","Gastropoda","US","United States of America","CK Kelly","9875436","ck2az","Coordinate uncertainty increased to 29120m to protect threatened taxon","Thu Feb 15 2018 15:42:32 GMT-0700 (MST)","Observations","1836699226","Pima County, US-AZ, US","https://www.inaturalist.org/observations/9875436","214410","9875436","iNaturalist","15:42:32-07:00","wild","21792771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
